nb_links,length_url,length_hostname,nb_dots,nb_hyphens,nb_at,nb_qm,nb_and,nb_or,nb_eq,nb_tilde,nb_percent,nb_slash,nb_star,nb_colon,nb_comma,nb_semicolon,nb_dollar,nb_www,nb_com,nb_dslash,ratio_digits_url,is_phish
1,37,28,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0.108108108,1
4,368,108,8,8,0,0,0,0,0,0,0,24,0,12,0,0,0,0,4,0,0.173913044,1
3,249,51,9,0,0,0,0,0,0,0,0,18,0,3,0,0,0,0,3,0,0.722891565,1
10,230,140,30,0,0,0,0,0,0,0,0,30,0,10,0,0,0,10,0,0,0,0
29,1218,522,58,58,0,0,0,0,0,0,0,87,0,29,0,0,0,0,29,0,0,0
1,48,21,3,0,0,0,0,0,0,0,0,4,0,1,0,0,0,1,1,0,0,1
4,156,88,8,4,0,0,0,0,0,0,0,16,0,4,0,0,0,4,4,0,0,1
4,112,40,12,0,0,0,0,0,0,0,0,16,0,4,0,0,0,0,0,0,1,1
8,200,136,16,0,0,0,0,0,0,0,0,24,0,8,0,0,0,8,0,0,0,0
1,60,52,3,2,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1
11,572,176,22,0,0,0,0,0,0,0,0,44,0,11,0,0,0,11,11,0,0,0
4,544,124,8,0,0,4,0,0,4,0,0,12,0,4,0,0,0,0,4,0,1.411764704,1
4,512,48,28,0,0,4,8,0,12,0,0,24,0,4,0,8,0,0,0,0,1.0625,1
15,360,225,30,0,0,0,0,0,0,0,0,45,0,15,0,0,0,15,0,0,0,0
1,26,18,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,129,51,6,0,0,0,0,0,0,0,0,15,0,3,0,0,0,0,3,0,0,1
1,96,7,3,0,0,1,1,0,2,0,6,3,0,1,0,0,0,1,0,0,0.114583333,1
21,882,357,42,0,0,0,0,0,0,0,0,84,0,21,0,0,0,21,21,0,0,0
2,86,36,2,0,0,0,0,0,0,0,0,12,0,2,0,0,0,0,2,0,0.186046512,1
6,390,114,12,30,0,0,0,0,0,0,0,24,0,6,0,0,0,6,6,0,0.738461538,0
3,309,66,9,0,0,3,6,0,9,0,0,9,0,3,0,6,0,0,3,0,0.902912622,1
14,532,224,28,0,0,0,0,0,0,0,0,56,0,14,0,0,0,0,0,0,0,0
1,50,12,3,0,0,0,0,0,0,0,0,5,0,1,0,0,0,1,0,0,0,1
3,255,93,6,21,0,0,0,0,0,0,0,15,0,3,0,0,0,0,3,0,0,1
30,3450,330,60,30,0,0,0,0,0,0,0,240,0,30,0,0,0,0,0,0,3.13043478,0
4,112,80,4,0,0,0,0,0,0,0,0,12,0,4,0,0,0,0,4,0,0,1
15,390,255,30,0,0,0,0,0,0,0,0,45,0,15,0,0,0,15,0,0,0,0
11,462,187,33,0,0,11,0,0,11,0,0,33,0,11,0,0,0,11,11,0,2.09523809,0
2,252,100,8,2,0,2,4,0,6,0,0,8,0,2,0,0,0,0,4,0,0.26984127,1
3,123,66,6,0,0,0,0,0,0,0,0,15,0,3,0,0,0,3,3,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,90,62,6,2,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0.4,1
25,525,325,50,0,0,0,0,0,0,0,0,75,0,25,0,0,0,25,0,0,0,0
21,903,252,42,0,0,0,0,0,0,0,0,84,0,21,0,0,0,21,21,0,0,0
8,456,168,24,0,0,0,0,0,0,0,0,40,0,8,0,0,0,0,0,0,0.421052632,0
24,696,528,48,0,0,0,0,0,0,0,0,48,0,24,0,0,0,0,0,0,0,0
1,47,11,2,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,1
28,616,336,56,0,0,28,0,0,0,0,0,84,0,28,0,0,0,28,0,0,0,0
23,943,322,23,0,0,23,0,0,23,0,0,69,0,23,0,0,0,0,23,0,0.560975612,0
13,533,208,26,13,0,0,0,0,0,0,0,65,0,13,0,0,0,0,13,0,0,0
1,42,30,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0.023809524,1
4,176,96,12,0,0,0,0,0,0,0,0,12,0,4,0,0,0,0,0,0,0.363636364,1
3,654,36,9,3,0,3,6,0,9,0,0,18,0,3,0,6,0,0,3,0,1.114678899,1
1,154,40,2,2,0,1,0,0,1,0,0,7,0,3,0,0,0,0,1,0,0.051948052,1
2,136,20,4,0,0,0,0,0,0,0,0,12,0,2,0,0,0,0,2,0,0.705882352,1
2,136,36,8,0,0,0,0,0,0,0,0,12,0,2,0,0,0,2,2,0,0,1
4,320,52,12,4,4,4,0,0,4,0,0,24,0,4,0,0,0,0,8,0,0,1
11,275,187,33,0,0,0,0,0,0,0,0,33,0,11,0,0,0,11,0,0,0,0
14,728,266,28,14,0,0,0,0,0,0,0,70,0,14,0,0,0,14,14,0,1.076923078,0
3,420,39,3,18,0,0,0,0,0,0,0,33,0,3,0,0,0,0,3,0,0.021428571,1
2,114,40,4,2,0,0,0,0,0,0,0,8,0,2,0,0,0,0,2,0,0,1
3,294,78,6,6,0,0,0,0,0,0,0,27,0,3,0,0,0,3,0,0,0.765306123,1
18,378,216,36,0,0,0,0,0,0,0,0,54,0,18,0,0,0,0,0,0,0,0
3,90,66,6,0,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0.6,1
4,312,60,16,8,0,0,0,0,0,0,0,28,0,4,0,0,0,4,4,0,0,1
12,192,108,12,0,0,0,0,0,0,0,0,24,0,12,0,0,0,0,0,0,0,0
11,363,165,22,0,0,0,0,0,0,0,0,44,0,11,0,0,0,11,11,0,0,0
2,68,50,4,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,1
3,114,87,6,0,0,0,0,0,0,0,0,9,0,3,0,0,0,0,3,0,0.078947367,1
6,126,54,12,0,0,0,0,0,0,0,0,24,0,6,0,0,0,0,0,0,0,0
29,638,406,58,0,0,0,0,0,0,0,0,87,0,29,0,0,0,29,29,0,0,0
4,148,72,8,0,0,0,0,0,0,0,0,20,0,4,0,0,0,4,4,0,0,1
1,83,16,2,0,0,1,0,0,1,0,0,7,0,1,0,0,0,0,1,0,0.072289157,1
1,77,26,3,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,1,0,0,1
3,144,60,9,0,0,0,0,0,0,0,0,15,0,3,0,0,0,0,3,0,0.500000001,1
13,273,156,26,0,0,0,0,0,0,0,0,39,0,13,0,0,0,0,13,0,0,0
1,28,21,2,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1
2,58,42,4,2,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0.137931034,1
11,264,187,22,0,0,0,0,0,0,0,0,22,0,11,0,0,0,0,0,0,0,0
2,196,30,2,8,0,0,0,0,0,0,0,14,0,2,0,0,0,0,2,0,0.959183674,1
3,258,144,6,6,0,0,0,0,0,0,0,18,0,3,0,0,0,0,3,0,0.313953489,1
1,110,22,2,2,0,0,0,0,0,0,0,9,0,1,0,0,0,0,0,0,0.181818182,1
1,43,21,2,0,0,0,0,0,0,0,0,4,0,1,0,0,0,1,1,0,0,1
7,308,98,14,7,0,0,0,0,0,0,0,35,0,7,0,0,0,7,7,0,0.318181815,0
17,425,272,34,0,0,0,0,0,0,0,0,51,0,17,0,0,0,17,17,0,0,0
18,882,324,36,18,0,0,0,0,0,0,0,72,0,18,0,0,0,18,18,0,0,0
27,729,486,54,0,0,0,0,0,0,0,0,81,0,27,0,0,0,27,0,0,0,0
20,980,360,80,0,0,0,0,0,0,0,0,100,0,20,0,0,0,0,0,0,0.40816326,0
25,800,575,50,0,0,0,0,0,0,0,0,75,0,25,0,0,0,25,0,0,0,0
21,735,546,42,0,0,0,0,0,0,0,0,63,0,21,0,0,0,21,0,0,0,0
1,53,15,2,2,0,0,0,0,0,0,0,7,0,1,0,0,0,1,1,0,0,1
7,245,154,14,0,0,0,0,0,0,0,0,28,0,7,0,0,0,7,7,0,0,0
11,440,165,11,0,0,0,0,0,0,0,0,55,0,11,0,0,0,0,0,0,0,0
22,880,264,22,44,0,0,0,0,0,0,0,88,0,22,0,0,0,0,0,0,0,0
1,124,19,3,1,0,0,0,0,0,0,0,10,0,1,0,0,0,1,1,0,0.137096774,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,68,34,6,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,1
15,525,390,30,0,0,0,0,0,0,0,0,45,0,15,0,0,0,15,15,0,0,0
11,319,143,22,0,0,0,0,0,0,0,0,44,0,11,0,0,0,11,11,0,0,0
4,280,76,4,0,0,0,0,0,0,0,0,32,0,4,0,0,0,0,0,0,0,1
11,374,297,22,22,0,0,0,0,0,0,0,22,0,11,0,0,0,0,11,0,0,0
14,658,210,28,42,0,0,0,0,0,0,0,56,0,14,0,0,0,14,14,0,0.595744674,0
1,36,11,2,1,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0.194444444,1
2,242,92,10,0,0,2,4,0,6,0,0,10,0,2,0,0,0,2,4,0,0.297520662,1
3,231,69,3,0,0,0,0,0,0,0,0,15,0,3,0,0,0,0,3,0,0.896103897,1
22,550,352,44,0,0,0,0,0,0,0,0,66,0,22,0,0,0,22,0,0,0,0
1,39,22,2,0,0,0,0,0,0,0,0,5,0,1,0,0,0,1,1,0,0,1
13,637,260,26,0,0,0,0,0,0,0,0,52,0,13,0,0,0,13,13,0,0,0
13,728,338,26,13,0,0,0,0,0,0,0,52,0,13,0,0,0,13,0,0,0,0
4,272,168,16,0,0,0,0,0,0,0,0,16,0,4,0,0,0,0,8,0,0.88235294,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,52,29,2,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,1
2,238,84,8,0,0,2,4,0,6,0,0,10,0,2,0,0,0,0,4,0,0.43697479,1
4,132,100,8,8,0,0,0,0,0,0,0,12,0,4,0,0,0,0,0,0,0,1
10,180,100,20,0,0,0,0,0,0,0,0,30,0,10,0,0,0,10,0,0,0,0
13,1014,234,26,78,0,0,0,0,0,0,0,65,0,13,0,0,0,0,0,0,0.833333332,0
4,200,64,8,0,0,0,0,0,0,0,0,20,0,4,0,0,0,0,0,0,0,1
7,126,63,7,0,0,0,0,0,0,0,0,21,0,7,0,0,0,0,0,0,0,0
30,870,240,60,0,0,0,0,0,0,0,0,120,0,30,0,0,0,0,30,0,2.06896551,0
14,280,154,28,0,0,0,0,0,0,0,0,42,0,14,0,0,0,14,0,0,0,0
16,304,160,32,0,0,0,0,0,0,0,0,48,0,16,0,0,0,16,0,0,0,0
8,312,112,16,0,0,0,0,0,0,0,0,24,0,8,0,0,0,8,0,0,0,0
4,340,108,8,0,0,0,0,0,0,0,0,36,0,4,0,0,0,0,4,0,0,1
5,165,100,10,10,0,0,0,0,5,0,0,15,0,5,0,0,0,0,5,0,0,0
27,702,459,54,0,0,0,0,0,0,0,0,81,0,27,0,0,0,27,0,0,0,0
17,442,289,34,0,0,0,0,0,0,0,0,51,0,17,0,0,0,17,17,0,0,0
4,136,100,8,0,0,0,0,0,0,0,0,12,0,4,0,0,0,0,4,0,0.11764706,1
21,1743,231,21,231,0,0,0,0,0,0,0,105,0,21,0,0,0,0,0,0,1.518072297,0
11,473,209,33,0,0,0,0,0,0,0,0,33,0,11,0,0,0,11,11,0,0,0
1,26,13,3,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0.384615385,1
23,805,621,46,0,0,0,0,0,0,0,0,69,0,23,0,0,0,23,23,0,0,0
2,288,74,4,4,0,2,0,0,2,0,0,14,0,6,0,0,0,0,2,0,0.083333334,1
1,41,29,1,2,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,1
15,645,240,45,0,0,0,0,0,0,0,0,60,0,15,15,0,0,0,0,0,0,0
4,224,188,8,0,0,0,0,0,0,0,0,12,0,4,0,0,0,0,4,0,1.5,1
11,638,143,33,0,0,0,0,0,0,0,0,88,0,11,0,0,0,11,0,0,0.189655169,0
2,118,30,2,0,0,0,0,0,0,0,0,10,0,2,0,0,0,0,0,0,0.576271186,1
7,280,119,14,7,0,0,0,0,0,0,0,28,0,7,0,0,0,0,0,0,0,0
2,254,100,8,2,0,2,4,0,6,0,0,10,0,2,0,0,0,0,4,0,0.267716536,1
1,57,49,5,2,0,0,0,0,0,0,0,3,0,1,0,0,0,0,2,0,0,1
3,156,75,9,0,0,0,0,0,0,0,0,12,0,3,0,0,0,3,3,0,0,1
21,1323,441,42,105,0,0,0,0,0,0,0,105,0,21,0,0,0,21,21,0,0,0
1,58,40,5,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,2,0,0.034482759,1
5,135,95,10,0,0,0,0,0,0,0,0,15,0,5,0,0,0,5,0,0,0,0
9,585,198,27,18,0,0,0,0,0,0,0,45,0,9,0,0,0,0,9,0,0,0
6,234,150,12,0,0,0,0,0,0,0,0,18,0,6,0,0,0,6,6,0,0,0
1,144,32,3,2,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0.0625,1
4,208,96,8,4,0,0,0,0,0,0,0,20,0,4,0,0,0,4,4,0,0.307692308,1
26,832,598,52,0,0,0,0,0,0,0,0,78,0,26,0,0,0,26,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,832,390,52,0,0,0,0,0,0,0,0,78,0,26,0,0,0,0,26,0,0.8125,0
6,180,132,12,0,0,0,0,0,0,0,0,18,0,6,0,0,0,6,6,0,0,0
3,141,84,9,6,0,0,0,0,0,0,0,9,0,3,0,0,0,0,3,0,0.063829788,1
11,418,176,22,0,0,0,0,0,0,0,0,44,0,11,0,0,0,0,0,0,0,0
1,39,20,3,0,0,0,0,0,0,0,0,4,0,1,0,0,0,1,1,0,0,1
18,900,234,54,0,0,0,0,0,0,0,0,90,0,18,0,0,0,0,0,0,0,0
2,172,54,6,2,0,2,2,0,4,0,0,8,0,2,0,2,0,0,2,0,0.046511628,1
1,55,35,3,1,0,1,0,0,1,0,0,4,0,1,0,0,0,0,1,0,0,1
26,1404,390,52,52,0,0,0,0,0,0,0,104,0,26,0,0,0,26,26,0,1.444444456,0
3,654,36,12,0,0,3,27,0,18,0,0,15,0,3,0,36,0,0,0,0,0.495412845,1
9,234,162,18,0,0,0,0,0,0,0,0,27,0,9,0,0,0,9,9,0,0,0
30,900,690,60,0,0,0,0,0,0,0,0,60,0,30,0,0,0,0,30,0,0,0
26,2210,416,26,234,0,0,0,0,0,0,0,130,0,26,0,0,0,0,26,0,0,0
4,196,40,12,0,0,0,0,0,0,0,0,20,0,4,0,0,0,0,8,0,0,1
7,525,140,14,0,0,7,0,0,14,0,0,28,0,7,0,7,0,0,0,0,0.373333331,0
11,363,165,22,0,0,0,0,0,0,0,0,33,0,11,0,0,0,0,0,0,0,0
1,30,13,1,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,1
1,33,14,1,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,1
4,164,104,8,0,0,0,0,0,0,0,0,16,0,4,0,0,0,0,4,0,0,1
28,2380,476,84,0,0,0,0,0,0,0,0,196,0,28,0,0,0,0,28,0,1.647058812,0
1,21,6,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0.142857143,1
2,138,30,4,4,0,0,0,0,0,0,0,12,0,2,0,0,0,0,2,0,0,1
3,57,24,3,0,0,0,0,0,0,0,0,12,0,3,0,0,0,0,0,0,0,1
12,816,156,24,72,0,0,0,0,0,0,0,36,0,12,0,0,0,12,12,0,0,0
19,1577,228,38,95,0,0,0,0,0,0,0,114,0,19,0,0,0,19,0,0,0.915662649,0
11,517,198,22,22,0,0,0,0,0,0,0,33,0,11,0,0,0,0,11,0,0.702127657,0
10,580,150,50,0,0,0,0,0,0,0,0,60,0,10,0,0,0,0,0,0,0.34482759,0
23,667,460,46,0,0,0,0,0,0,0,0,69,0,23,0,0,0,23,23,0,0,0
15,1335,555,30,75,0,0,0,0,0,0,0,105,0,15,0,0,0,0,15,0,1.3483146,0
3,225,132,12,9,0,0,0,0,0,0,0,18,0,6,0,0,0,0,3,0,0,1
1,85,30,3,0,0,1,0,0,1,1,0,6,0,1,0,0,0,0,1,0,0.035294118,1
18,774,324,36,0,0,0,0,0,0,0,0,72,0,18,0,0,0,18,18,0,0,0
6,330,144,18,0,0,0,0,0,0,0,0,30,0,6,0,0,0,0,0,0,0,0
19,494,266,38,0,0,0,0,0,0,0,0,76,0,19,0,0,0,19,0,0,0,0
28,1260,448,112,0,0,0,0,0,0,28,0,112,0,28,0,0,0,28,0,0,0,0
5,280,75,15,0,0,0,0,0,0,0,0,25,0,5,0,0,0,5,0,0,0,0
27,1134,918,54,0,0,0,0,0,0,0,0,81,0,27,0,0,0,0,27,0,0,0
19,399,247,38,0,0,0,0,0,0,0,0,57,0,19,0,0,0,19,19,0,0,0
1,47,10,2,1,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0.404255319,1
4,512,200,16,4,0,4,8,0,12,0,0,20,0,4,0,0,0,0,8,0,0.78125,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,147,66,9,3,0,0,0,0,0,0,0,15,0,3,0,0,0,0,3,0,0,1
4,160,128,8,4,0,0,0,0,0,0,0,12,0,4,0,0,0,0,0,0,0,1
3,105,54,12,0,0,0,0,0,0,0,0,9,0,6,0,0,0,0,0,0,1.2,1
29,1305,609,58,29,0,0,0,0,0,0,0,87,0,29,0,0,0,29,29,0,0,0
20,460,320,40,0,0,0,0,0,0,0,0,40,0,20,0,0,0,20,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,300,75,15,15,0,0,0,0,0,0,0,15,0,5,0,0,0,5,5,0,0.083333335,0
3,138,87,9,0,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,1
5,325,175,10,5,0,0,0,0,0,0,0,20,0,5,0,0,0,0,5,0,0,0
19,1425,323,57,0,0,0,0,0,0,0,0,133,0,19,0,0,0,19,19,0,0,0
4,1584,272,76,40,0,8,44,0,52,0,0,20,0,4,8,44,0,0,8,0,0.747474748,1
1,67,21,3,0,0,0,0,0,0,0,0,5,0,1,0,0,0,1,1,0,0,1
4,156,68,12,0,0,0,0,0,0,0,0,16,0,4,0,0,0,4,4,0,0,1
16,1872,304,48,48,0,0,0,0,0,0,0,48,0,16,0,0,0,16,16,0,0.820512816,0
4,68,20,4,0,0,0,0,0,0,0,0,12,0,4,0,0,0,0,0,0,0.470588236,1
3,99,33,6,0,0,3,0,0,0,0,0,12,0,3,0,0,0,0,3,0,0,1
4,124,52,12,0,0,0,0,0,0,0,0,12,0,4,0,0,0,4,0,0,0,1
22,660,484,44,0,0,0,0,0,0,0,0,66,0,22,0,0,0,22,0,0,0,0
3,780,36,6,3,0,0,0,0,0,0,0,12,0,3,0,0,0,0,3,0,0.357692307,1
1,112,12,3,1,0,0,0,0,0,0,0,10,0,1,0,0,0,0,1,0,0.008928571,1
25,875,500,50,25,0,0,0,0,0,0,0,100,0,25,0,0,0,25,25,0,0,0
4,192,156,8,8,0,0,0,0,0,0,0,12,0,4,0,0,0,0,0,0,0.333333332,1
13,1261,325,26,91,0,0,0,0,0,0,0,65,0,13,0,0,0,13,13,0,0,0
28,2492,448,56,196,0,0,0,0,0,0,0,84,0,28,0,0,0,0,0,0,1.25842696,0
2,242,42,6,0,0,0,0,0,0,0,0,34,0,2,0,0,0,0,2,0,0.743801652,1
3,60,21,3,0,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0.15,1
1,124,46,5,0,0,1,2,0,3,0,0,5,0,1,0,0,0,1,2,0,0.161290323,1
17,867,306,34,0,0,0,0,0,0,0,0,68,0,17,0,0,0,0,17,0,0,0
1,55,38,3,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0.054545455,1
10,280,190,20,10,0,0,0,0,0,0,0,30,0,10,0,0,0,10,10,0,0,0
7,189,133,14,7,0,0,0,0,0,0,0,21,0,7,0,0,0,7,0,0,0,0
13,1144,182,26,117,0,0,0,0,0,0,0,65,0,13,0,0,0,13,13,0,0,0
1,73,10,2,0,0,1,2,0,3,0,0,5,0,1,0,0,0,0,2,0,0,1
28,532,308,56,0,0,0,0,0,0,0,0,84,0,28,0,0,0,28,0,0,0,0
4,120,40,8,4,0,0,0,0,0,0,0,16,0,4,0,0,0,4,0,0,0,1
12,276,168,24,0,0,0,0,0,0,0,0,36,0,12,0,0,0,12,0,0,0,0
6,186,102,12,6,0,0,0,0,0,0,0,18,0,6,0,0,0,6,6,0,0,0
13,494,208,26,0,0,0,0,0,0,0,0,52,0,13,0,0,0,0,0,0,0,0
30,930,660,60,0,0,0,0,0,0,0,0,90,0,30,0,0,0,30,0,0,0,0
1,45,26,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0.088888889,1
2,152,100,8,2,0,0,0,0,0,0,0,8,0,2,0,0,0,0,4,0,0.131578948,1
13,559,260,26,0,0,0,0,0,0,0,0,52,0,13,0,0,0,0,13,0,0,0
6,138,90,12,6,0,0,0,0,0,0,0,18,0,6,0,0,0,6,0,0,0,0
3,99,39,9,0,0,0,0,0,0,0,0,12,0,3,0,0,0,0,0,0,0.272727273,1
9,162,99,9,0,0,0,0,0,0,0,0,18,0,9,0,0,0,0,0,0,0,0
4,132,100,8,0,0,0,0,0,0,0,0,12,0,4,0,0,0,0,0,0,0.484848484,1
29,551,348,29,0,0,0,0,0,0,0,0,58,0,29,0,0,0,0,0,0,0,0
1,46,15,4,0,0,0,0,0,0,0,0,5,0,1,0,0,0,1,1,0,0.02173913,1
19,437,285,38,0,0,0,0,0,0,0,0,57,0,19,0,0,0,19,19,0,0,0
15,1005,255,60,0,0,0,0,0,0,0,0,90,0,15,0,0,0,0,15,0,0.671641785,0
11,792,264,33,22,0,0,0,0,0,0,0,55,0,11,0,0,0,0,11,0,0.458333337,0
30,1710,480,60,0,0,0,0,0,0,0,90,120,0,30,0,0,0,0,0,0,2.63157894,0
4,228,80,12,0,0,0,0,0,0,4,0,20,0,4,0,0,0,0,0,0,0,1
16,432,288,48,0,0,0,0,0,0,0,0,48,0,16,0,0,0,16,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,78,40,2,0,0,0,0,0,0,0,0,8,0,2,0,0,0,0,2,0,0,1
20,1320,600,60,20,0,20,0,0,0,0,0,100,0,20,0,0,0,20,20,0,0.6060606,0
5,205,90,10,0,0,0,0,0,0,0,0,20,0,5,0,0,0,5,5,0,0,0
1,89,20,3,1,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,1
3,675,63,6,3,0,3,18,0,18,0,18,24,0,3,0,0,0,0,0,0,0.586666668,1
4,620,88,12,8,0,4,8,0,4,0,0,24,0,4,0,8,0,4,4,0,0.103225808,1
25,775,600,50,0,0,0,0,0,0,0,0,50,0,25,0,0,0,0,25,0,0,0
8,936,240,32,8,0,0,0,0,0,0,0,32,0,8,0,0,0,8,0,0,0.820512824,0
2,78,50,4,0,0,0,0,0,0,0,0,8,0,2,0,0,0,2,2,0,0,1
11,616,253,33,0,0,0,0,0,0,0,0,44,0,11,0,0,0,11,11,0,0,0
4,568,136,8,8,0,4,0,0,4,0,0,28,0,12,0,0,0,0,4,0,0.112676056,1
2,246,92,10,0,0,2,4,0,6,0,0,8,0,2,0,0,0,2,4,0,0.30894309,1
3,264,63,6,0,0,0,0,0,0,0,0,21,0,3,0,0,0,0,0,0,0.784090908,1
4,376,84,12,12,0,0,0,0,0,0,0,36,0,4,0,0,0,4,4,0,0,1
24,1152,408,72,0,0,0,0,0,0,0,0,120,0,24,0,0,0,24,24,0,0,0
18,342,216,18,0,0,0,0,0,0,0,0,36,0,18,0,0,0,0,0,0,0,0
24,1464,432,48,48,0,0,0,0,0,0,0,96,0,24,0,0,0,24,24,0,0,0
7,301,133,21,0,0,0,0,0,0,0,0,28,0,7,0,0,0,7,7,0,0,0
2,52,24,2,0,0,0,0,0,0,0,0,8,0,2,0,0,0,0,2,0,0,1
20,1460,560,40,40,0,0,0,0,0,0,0,140,0,20,0,0,0,0,20,0,3.28767124,0
17,799,255,34,68,0,0,0,0,0,0,0,51,0,17,0,0,0,17,17,0,0,0
14,1302,182,42,0,0,0,0,0,0,0,0,182,0,14,0,0,0,14,14,0,1.65591398,0
5,220,80,10,0,0,0,0,0,0,0,0,20,0,5,0,0,0,0,0,0,0,0
1,57,21,2,0,0,0,0,0,0,0,0,7,0,1,0,0,0,1,0,0,0,1
3,168,111,9,3,0,0,0,0,0,0,0,12,0,3,0,0,0,0,3,0,0,1
28,2604,504,112,0,0,0,0,0,0,0,0,224,0,28,0,0,0,28,0,0,0,0
1,26,19,2,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1
4,128,96,8,0,0,0,0,0,0,0,0,12,0,4,0,0,0,4,4,0,0,1
4,260,172,8,0,0,0,0,0,0,0,0,16,0,4,0,0,0,0,4,0,0.307692308,1
22,858,396,44,22,0,0,0,0,0,0,0,66,0,22,0,0,0,0,22,0,0,0
19,646,209,19,0,0,0,0,0,0,0,0,57,0,19,0,0,0,0,19,0,0,0
1,47,38,2,2,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,1
14,672,266,28,28,0,0,0,0,0,0,0,56,0,14,0,0,0,14,14,0,0,0
3,1695,87,9,0,0,3,0,0,3,0,0,18,0,6,0,0,0,3,3,0,0.743362833,1
2,72,34,4,0,0,0,0,0,0,0,0,8,0,2,0,0,0,0,2,0,0,1
1,21,7,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0.047619048,1
4,136,100,8,0,0,0,0,0,0,0,0,12,0,4,0,0,0,0,4,0,0.588235296,1
4,272,68,16,4,0,0,0,0,0,0,0,20,0,4,0,0,0,4,8,0,0,1
29,1624,609,87,58,0,0,0,0,0,0,0,87,0,29,0,0,0,29,29,0,0,0
14,1722,182,42,112,0,0,0,0,0,0,0,196,0,14,0,0,0,14,14,0,0.113821134,0
1,69,23,2,1,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0.115942029,1
3,321,54,9,0,0,0,0,0,0,0,0,39,0,3,0,0,0,3,0,0,0,1
28,588,364,56,0,0,0,0,0,0,0,0,84,0,28,0,0,0,28,0,0,0,0
2,100,44,6,0,0,0,0,0,0,0,0,8,0,2,0,0,0,2,0,0,0,1
24,1464,960,48,24,0,0,0,0,0,0,0,72,0,24,0,0,0,0,24,0,0,0
11,231,132,22,0,0,0,0,0,0,0,0,33,0,11,0,0,0,11,0,0,0,0
7,721,147,21,35,0,0,0,0,0,0,0,35,0,7,0,0,0,7,7,0,0,0
1,42,19,2,0,0,1,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0.047619048,1
26,780,572,52,0,0,0,0,0,0,0,0,78,0,26,0,0,0,26,26,0,0,0
14,462,350,28,0,0,0,0,0,0,0,0,42,0,14,0,0,0,14,14,0,0,0
15,1110,465,60,45,0,0,0,0,0,0,0,75,0,15,0,0,0,0,15,0,1.216216215,0
2,64,44,4,0,0,0,0,0,0,0,0,6,0,2,0,0,0,2,2,0,0,1
2,60,30,4,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,2,0,0.066666666,1
13,754,247,26,52,0,0,0,0,0,0,0,52,0,13,0,0,0,13,13,0,0,0
